company,rank,rank_change, revenue , profit , num. of employees ,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker, Market Cap 
Walmart,1,0," 523,964 "," 14,881 "," 2,200,000 ",Retailing,Bentonville,AR,no,no,no,yes,1,C. Douglas McMillon,https://www.stock.walmart.com,WMT," 411,690 "
Amazon,2,3," 280,522 "," 11,588 "," 798,000 ",Retailing,Seattle,WA,no,yes,no,yes,5,Jeffrey P. Bezos,https://www.amazon.com,AMZN," 1,637,405 "
Exxon Mobil,3,-1," 264,938 "," 14,340 "," 74,900 ",Energy,Irving,TX,no,no,no,yes,2,Darren W. Woods,https://www.exxonmobil.com,XOM," 177,923 "
Apple,4,-1," 260,174 "," 55,256 "," 137,000 ",Technology,Cupertino,CA,no,no,no,yes,3,Timothy D. Cook,https://www.apple.com,AAPL," 2,221,176 "
CVS Health,5,3," 256,776 "," 6,634 "," 290,000 ",Health Care,Woonsocket,RI,no,no,yes,yes,8,Karen S. Lynch,https://www.cvshealth.com,CVS," 98,496 "
Berkshire Hathaway,6,-2," 254,616 "," 81,417 "," 391,500 ",Financials,Omaha,NE,no,no,no,yes,4,Warren E. Buffett,https://www.berkshirehathaway.com,BRKA," 550,878 "
UnitedHealth Group,7,-1," 242,155 "," 13,839 "," 325,000 ",Health Care,Minnetonka,MN,no,no,no,yes,6,Andrew P. Witty,https://www.unitedhealthgroup.com,UNH," 332,885 "
McKesson,8,-1," 214,319 ", 34 ," 70,000 ",Health Care,Irving,TX,no,no,no,yes,7,Brian S. Tyler,https://www.mckesson.com,MCK," 29,570 "
AT&T,9,0," 181,193 "," 13,903 "," 247,800 ",Telecommunications,Dallas,TX,no,no,no,yes,9,John T. Stankey,https://www.att.com,T," 206,369 "
AmerisourceBergen,10,0," 179,589 ", 855 ," 21,500 ",Health Care,Chesterbrook,PA,no,no,no,yes,10,Steven H. Collis,https://www.amerisourcebergen.com,ABC," 21,246 "
Alphabet,11,4," 161,857 "," 34,343 "," 118,899 ",Technology,Mountain View,CA,no,no,no,yes,15,Sundar Pichai,https://www.abc.xyz,GOOGL," 1,274,139 "
Ford Motor,12,0," 155,900 ", 47 ," 190,000 ",Motor Vehicles & Parts,Dearborn,MI,no,no,no,yes,12,James D. Farley Jr.,https://www.ford.com,F," 26,297 "
Cigna,13,52," 153,566 "," 5,104 "," 73,700 ",Health Care,Bloomfield,CT,no,no,no,yes,65,David Cordani,https://www.cigna.com,CI," 60,335 "
Costco Wholesale,14,0," 152,703 "," 3,659 "," 201,500 ",Retailing,Issaquah,WA,no,no,no,yes,14,W. Craig Jelinek,https://www.costco.com,COST," 160,040 "
Chevron,15,-4," 146,516 "," 2,924 "," 48,200 ",Energy,San Ramon,CA,no,no,no,yes,11,Michael K. Wirth,https://www.chevron.com,CVX," 156,714 "
Cardinal Health,16,0," 145,534 "," 1,363 "," 49,500 ",Health Care,Dublin,OH,no,no,no,yes,16,Michael C. Kaufmann,https://www.cardinalhealth.com,CAH," 16,018 "
JPMorgan Chase,17,1," 142,422 "," 36,431 "," 256,981 ",Financials,New York,NY,no,no,no,yes,18,James Dimon,https://www.jpmorganchase.com,JPM," 414,465 "
General Motors,18,-5," 137,237 "," 6,732 "," 164,000 ",Motor Vehicles & Parts,Detroit,MI,no,no,yes,yes,13,Mary T. Barra,https://www.gm.com,GM," 79,953 "
Walgreens Boots Alliance,19,-2," 136,866 "," 3,982 "," 287,000 ",Food & Drug Stores,Deerfield,IL,no,no,no,yes,17,Stefano Pessina,https://www.walgreensbootsalliance.com,WBA," 41,552 "
Verizon Communications,20,-1," 131,868 "," 19,265 "," 135,000 ",Telecommunications,New York,NY,no,no,no,yes,19,Hans E. Vestberg,https://www.verizon.com,VZ," 236,948 "
Microsoft,21,5," 125,843 "," 39,240 "," 144,000 ",Technology,Redmond,WA,no,no,no,yes,26,Satya Nadella,https://www.microsoft.com,MSFT," 1,696,122 "
Marathon Petroleum,22,9," 124,813 "," 2,637 "," 60,910 ",Energy,Findlay,OH,no,no,no,yes,31,Michael J. Hennigan,https://www.marathonpetroleum.com,MPC," 24,840 "
Kroger,23,-3," 122,286 "," 1,659 "," 435,000 ",Food & Drug Stores,Cincinnati,OH,no,no,no,yes,20,W. Rodney McMullen,https://www.thekrogerco.com,KR," 25,178 "
Fannie Mae,24,-2," 120,304 "," 14,160 "," 7,500 ",Financials,Washington,DC,no,no,no,yes,22,Hugh R. Frater,https://www.fanniemae.com,FNMA," 11,350 "
Bank of America,25,0," 113,589 "," 27,430 "," 208,131 ",Financials,Charlotte,NC,no,no,no,yes,25,Brian T. Moynihan,https://www.bankofamerica.com,BAC," 279,768 "
Home Depot,26,1," 110,225 "," 11,242 "," 415,700 ",Retailing,Atlanta,GA,no,no,no,yes,27,Craig A. Menear,https://www.homedepot.com,HD," 295,312 "
Phillips 66,27,-4," 109,559 "," 3,076 "," 14,500 ",Energy,Houston,TX,no,no,no,yes,23,Greg C. Garland,https://www.phillips66.com,PSX," 27,084 "
Comcast,28,4," 108,942 "," 13,057 "," 190,000 ",Telecommunications,Philadelphia,PA,no,no,no,yes,32,Brian L. Roberts,https://corporate.comcast.com,CMCSA," 223,642 "
Anthem,29,4," 104,213 "," 4,807 "," 70,600 ",Health Care,Indianapolis,IN,no,no,yes,yes,33,Gail K. Boudreaux,https://www.antheminc.com,ANTM," 79,964 "
Wells Fargo,30,-1," 103,915 "," 19,549 "," 259,800 ",Financials,San Francisco,CA,no,no,no,yes,29,Charles W. Scharf,https://www.wellsfargo.com,WFC," 99,941 "
Citigroup,31,-1," 103,449 "," 19,401 "," 200,000 ",Financials,New York,NY,no,no,yes,yes,30,Jane Fraser,https://www.citigroup.com,C," 131,684 "
Valero Energy,32,-8," 102,729 "," 2,422 "," 10,222 ",Energy,San Antonio,TX,no,no,no,yes,24,Joseph W. Gorder,https://www.valero.com,VLO," 22,928 "
General Electric,33,-12," 95,214 "," (4,979)"," 205,000 ",Industrials,Boston,MA,no,no,no,no,21,H. Lawrence Culp Jr.,https://www.ge.com,GE," 53,132 "
Dell Technologies,34,0," 92,154 "," 4,616 "," 165,000 ",Technology,Round Rock,TX,no,yes,no,yes,34,Michael S. Dell,https://www.delltechnologies.com,DELL," 57,773 "
Johnson & Johnson,35,2," 82,059 "," 15,119 "," 132,200 ",Health Care,New Brunswick,NJ,no,no,no,yes,37,Alex Gorsky,https://www.jnj.com,JNJ," 427,473 "
State Farm Insurance,36,0," 79,395 "," 5,593 "," 57,672 ",Financials,Bloomington,IL,no,no,no,yes,36,Michael L. Tipsord,https://www.statefarm.com,,
Target,37,2," 78,112 "," 3,281 "," 368,000 ",Retailing,Minneapolis,MN,no,no,no,yes,39,Brian C. Cornell,https://corporate.target.com,TGT," 94,296 "
IBM,38,0," 77,147 "," 9,431 "," 383,800 ",Technology,Armonk,NY,no,no,no,yes,38,Arvind Krishna,https://www.ibm.com,IBM," 115,909 "
Raytheon Technologies,39,7," 77,046 "," 5,537 "," 243,200 ",Aerospace & Defense,Waltham,MA,no,no,no,yes,46,Gregory J. Hayes,https://www.rtx.com,RTX," 104,549 "
Boeing,40,-12," 76,559 ", (636)," 161,100 ",Aerospace & Defense,Chicago,IL,no,no,no,no,28,David L. Calhoun,https://www.boeing.com,BA," 89,183 "
Freddie Mac,41,-1," 75,125 "," 7,214 "," 6,892 ",Financials,McLean,VA,no,no,no,yes,40,Michael T. Hutchins,https://www.freddiemac.com,FMCC," 6,404 "
Centene,42,9," 74,639 "," 1,321 "," 56,600 ",Health Care,St. Louis,MO,no,no,no,yes,51,Michael F. Neidorff,https://www.centene.com,CNC," 36,191 "
UPS,43,-2," 74,094 "," 4,440 "," 377,640 ",Transportation,Atlanta,GA,no,no,yes,yes,41,Carol B. Tomé,https://www.ups.com,UPS," 138,166 "
Lowe&#8217;s,44,-2," 72,148 "," 4,281 "," 260,000 ",Retailing,Mooresville,NC,no,no,no,yes,42,Marvin R. Ellison,https://www.lowes.com,LOW," 126,315 "
Intel,45,-2," 71,965 "," 21,048 "," 110,800 ",Technology,Santa Clara,CA,no,no,no,yes,43,Patrick P. Gelsinger,https://www.intel.com,INTC," 202,996 "
Facebook,46,11," 70,697 "," 18,485 "," 44,942 ",Technology,Menlo Park,CA,no,yes,no,yes,57,Mark Zuckerberg,https://investor.fb.com,FB," 768,185 "
FedEx,47,0," 69,693 ", 540 ," 389,500 ",Transportation,Memphis,TN,no,yes,no,yes,47,Frederick W. Smith,https://www.fedex.com,FDX," 66,788 "
MetLife,48,-4," 69,620 "," 5,899 "," 49,000 ",Financials,New York,NY,no,no,no,yes,44,Michel A. Khalaf,https://www.metlife.com,MET," 46,483 "
Walt Disney,49,4," 69,570 "," 11,054 "," 223,000 ",Media,Burbank,CA,no,no,no,yes,53,Robert A. Chapek,https://www.thewaltdisneycompany.com,DIS," 315,029 "
Procter & Gamble,50,-5," 67,684 "," 3,897 "," 97,000 ",Household Products,Cincinnati,OH,no,no,no,yes,45,David S. Taylor,https://www.pginvestor.com,PG," 324,875 "
PepsiCo,51,-3," 67,161 "," 7,314 "," 267,000 ","Food, Beverages & Tobacco",Purchase,NY,no,no,no,yes,48,Ramon L. Laguarta,https://www.pepsico.com,PEP," 195,312 "
Humana,52,4," 64,888 "," 2,707 "," 46,000 ",Health Care,Louisville,KY,no,no,no,yes,56,Bruce D. Broussard,https://www.humana.com,HUM," 54,438 "
Prudential Financial (U.S.),53,-3," 64,807 "," 4,186 "," 51,511 ",Financials,Newark,NJ,no,no,no,yes,50,Charles F. Lowrey,https://www.prudential.com,PRU," 33,268 "
Archer Daniels Midland,54,-5," 64,656 "," 1,379 "," 38,100 ","Food, Beverages & Tobacco",Chicago,IL,no,no,no,yes,49,Juan R. Luciano,https://www.adm.com,ADM," 29,767 "
Albertsons,55,-3," 60,535 ", 131 ," 267,000 ",Food & Drug Stores,Boise,ID,no,no,no,yes,52,Vivek Sankaran,https://www.albertsonscompanies.com,ACI," 7,118 "
Sysco,56,-2," 60,114 "," 1,674 "," 69,000 ",Wholesalers,Houston,TX,no,no,no,yes,54,Kevin P. Hourican,https://www.sysco.com,SYY," 26,828 "
Lockheed Martin,57,3," 59,812 "," 6,230 "," 110,000 ",Aerospace & Defense,Bethesda,MD,no,no,no,yes,60,James D. Taiclet Jr.,https://www.lockheedmartin.com,LMT," 95,594 "
HP,58,-3," 58,756 "," 3,152 "," 56,000 ",Technology,Palo Alto,CA,no,no,no,yes,55,Enrique J. Lores,https://www8.hp.com,HPQ," 32,499 "
Energy Transfer,59,0," 54,213 "," 3,592 "," 12,812 ",Energy,Dallas,TX,no,no,no,yes,59,Mackie McCrea/Tom Long,https://www.energytransfer.com,ET," 17,648 "
Goldman Sachs Group,60,2," 53,922 "," 8,466 "," 38,300 ",Financials,New York,NY,no,no,no,yes,62,David M. Solomon,https://www.goldmansachs.com,GS," 104,183 "
Morgan Stanley,61,2," 53,823 "," 9,042 "," 60,431 ",Financials,New York,NY,no,no,no,yes,63,James P. Gorman,https://www.morganstanley.com,MS," 135,401 "
Caterpillar,62,-4," 53,800 "," 6,093 "," 102,300 ",Industrials,Deerfield,IL,no,no,no,yes,58,D. James Umpleby III,https://www.caterpillar.com,CAT," 104,491 "
Cisco Systems,63,1," 51,904 "," 11,621 "," 75,900 ",Technology,San Jose,CA,no,no,no,yes,64,Charles H. Robbins,https://www.cisco.com,CSCO," 191,585 "
Pfizer,64,-3," 51,750 "," 16,273 "," 88,300 ",Health Care,New York,NY,no,no,no,yes,61,Albert Bourla,https://www.pfizer.com,PFE," 202,882 "
HCA Healthcare,65,2," 51,336 "," 3,505 "," 245,000 ",Health Care,Nashville,TN,no,no,no,yes,67,Samuel N. Hazen,https://www.hcahealthcare.com,HCA," 56,831 "
American International Group,66,0," 49,746 "," 3,348 "," 46,000 ",Financials,New York,NY,no,no,no,yes,66,Peter S. Zaffino,https://www.aig.com,AIG," 27,682 "
American Express,67,5," 47,020 "," 6,759 "," 64,500 ",Financials,New York,NY,no,no,no,yes,72,Stephen J. Squeri,https://www.americanexpress.com,AXP," 103,823 "
Delta Air Lines,68,1," 47,007 "," 4,767 "," 91,224 ",Transportation,Atlanta,GA,no,no,no,yes,69,Edward H. Bastian,https://www.delta.com,DAL," 26,543 "
Merck,69,7," 46,840 "," 9,843 "," 71,000 ",Health Care,Kenilworth,NJ,no,no,no,yes,76,Kenneth C. Frazier,https://www.merck.com,MRK," 208,627 "
American Airlines Group,70,-2," 45,768 "," 1,686 "," 133,700 ",Transportation,Fort Worth,TX,no,no,no,yes,68,W. Douglas Parker,https://www.aa.com,AAL," 5,655 "
Charter Communications,71,-1," 45,764 "," 1,668 "," 95,100 ",Telecommunications,Stamford,CT,no,no,no,yes,70,Thomas M. Rutledge,https://www.charter.com,CHTR," 137,205 "
Allstate,72,10," 44,675 "," 4,847 "," 46,035 ",Financials,Northbrook,IL,no,no,no,yes,82,Thomas J. Wilson,https://www.allstate.com,ALL," 33,752 "
New York Life Insurance,73,-2," 44,117 "," 1,004 "," 11,519 ",Financials,New York,NY,no,no,no,yes,71,Theodore A. Mathas,https://www.newyorklife.com,, - 
Nationwide,74,-1," 43,982 ", 830 ," 28,114 ",Financials,Columbus,OH,no,no,no,yes,73,Kirt A. Walker,https://www.nationwide.com,,
Best Buy,75,-1," 43,638 "," 1,541 "," 125,000 ",Retailing,Richfield,MN,no,no,yes,yes,74,Corie Barry,https://investors.bestbuy.com/investor-relations/overview/default.aspx,BBY," 29,062 "
United Airlines Holdings,76,2," 43,259 "," 3,009 "," 96,000 ",Transportation,Chicago,IL,no,no,no,yes,78,J. Scott Kirby,https://www.united.com,UAL," 9,114 "
Liberty Mutual Insurance Group,77,-2," 43,228 "," 1,044 "," 45,000 ",Financials,Boston,MA,no,no,no,yes,75,David H. Long,https://www.libertymutual.com,,
Dow,78,0," 42,951 "," (1,359)"," 36,500 ",Chemicals,Midland,MI,yes,no,no,no, ,James R. Fitterling,https://www.dow.com,DOW," 30,430 "
Tyson Foods,79,1," 42,405 "," 2,022 "," 141,000 ","Food, Beverages & Tobacco",Springdale,AR,no,no,no,yes,80,Dean Banks,https://www.tysonfoods.com,TSN," 24,169 "
TJX,80,5," 41,717 "," 3,272 "," 286,000 ",Retailing,Framingham,MA,no,no,no,yes,85,Ernie L. Herrman,https://www.tjx.com,TJX," 81,992 "
TIAA,81,-2," 40,454 "," 2,460 "," 16,533 ",Financials,New York,NY,no,no,no,yes,79,Roger W. Ferguson Jr.,https://www.tiaa-cref.org,, - 
Oracle,82,-1," 39,506 "," 11,083 "," 136,000 ",Technology,Redwood City,CA,no,no,yes,yes,81,Safra A. Catz,https://www.oracle.com,ORCL," 170,158 "
General Dynamics,83,9," 39,350 "," 3,484 "," 102,900 ",Aerospace & Defense,Reston,VA,no,no,yes,yes,92,Phebe N. Novakovic,https://www.gd.com,GD," 44,203 "
Deere,84,3," 39,258 "," 3,253 "," 73,489 ",Industrials,Moline,IL,no,no,no,yes,87,John C. May,https://www.deere.com,DE," 94,622 "
Nike,85,5," 39,117 "," 4,029 "," 76,700 ",Apparel,Beaverton,OR,no,no,no,yes,90,John J. Donahoe II,https://www.nike.com,NKE," 225,123 "
Progressive,86,13," 39,022 "," 3,970 "," 41,571 ",Financials,Mayfield Village,OH,no,no,yes,yes,99,Susan Patricia Griffith,https://www.progressive.com,PGR," 56,224 "
Publix Super Markets,87,4," 38,463 "," 3,005 "," 207,000 ",Food & Drug Stores,Lakeland,FL,no,no,no,yes,91,Randall T. Jones Sr.,https://www.publix.com,, - 
Coca-Cola,88,12," 37,266 "," 8,920 "," 86,200 ","Food, Beverages & Tobacco",Atlanta,GA,no,no,no,yes,100,James R. Quincey,https://www.coca-colacompany.com,KO," 209,200 "
Massachusetts Mutual Life,89,-5," 37,253 "," 3,701 "," 9,896 ",Financials,Springfield,MA,no,no,no,yes,84,Roger W. Crandall,https://www.massmutual.com,, - 
Tech Data,90,-2," 36,998 ", 375 ," 15,000 ",Wholesalers,Clearwater,FL,no,no,no,yes,88,Richard T. Hume,https://www.techdata.com,TECD, - 
World Fuel Services,91,-8," 36,819 ", 179 ," 5,500 ",Energy,Miami,FL,no,no,no,yes,83,Michael J. Kasbar,https://www.wfscorp.com,INT," 1,489 "
Honeywell International,92,-15," 36,709 "," 6,143 "," 113,000 ",Industrials,Charlotte,NC,no,no,no,yes,77,Darius E. Adamczyk,https://www.honeywell.com,HON," 146,007 "
ConocoPhillips,93,-7," 36,670 "," 7,189 "," 10,400 ",Energy,Houston,TX,no,no,no,yes,86,Ryan M. Lance,https://www.conocophillips.com,COP," 61,446 "
USAA,94,7," 35,617 "," 4,006 "," 35,076 ",Financials,San Antonio,TX,no,no,no,yes,101,Wayne Peacock,https://www.usaa.com,, - 
Exelon,95,-2," 34,438 "," 2,936 "," 32,713 ",Energy,Chicago,IL,no,no,no,yes,93,Christopher M. Crane,https://www.exeloncorp.com,EXC," 41,928 "
Northrop Grumman,96,12," 33,841 "," 2,248 "," 90,000 ",Aerospace & Defense,Falls Church,VA,no,no,yes,yes,108,Kathy J. Warden,https://www.northropgrumman.com,NOC," 49,812 "
Capital One Financial,97,1," 33,766 "," 5,546 "," 51,900 ",Financials,McLean,VA,no,yes,no,yes,98,Richard D. Fairbank,https://www.capitalone.com,COF," 50,946 "
Plains GP Holdings,98,-4," 33,669 ", 331 ," 5,000 ",Energy,Houston,TX,no,no,no,yes,94,Wilfred C.W. Chiang,https://www.plainsallamerican.com,PAGP," 1,463 "
AbbVie,99,-3," 33,266 "," 7,882 "," 30,000 ",Health Care,North Chicago,IL,no,no,no,yes,96,Richard A. Gonzalez,https://www.abbvie.com,ABBV," 198,828 "
StoneX Group,100,12," 32,897 ", 85 ," 2,012 ",Financials,New York,NY,no,no,no,yes,112,Sean O'Connor,https://www.stonex.com,SNEX, 988 
Enterprise Products Partners,101,-12," 32,789 "," 4,591 "," 7,300 ",Energy,Houston,TX,no,no,no,yes,89,A. James Teague /W. Randall Fowler,https://www.enterpriseproducts.com,EPD," 38,472 "
Northwestern Mutual,102,9," 32,294 "," 1,268 "," 5,964 ",Financials,Milwaukee,WI,no,no,no,yes,111,John E. Schlifske,https://www.northwesternmutual.com,, - 
3M,103,-8," 32,136 "," 4,570 "," 96,163 ",Chemicals,St. Paul,MN,no,no,no,yes,95,Michael F. Roman,https://www.3m.com,MMM," 98,187 "
Abbott Laboratories,104,-1," 31,904 "," 3,687 "," 107,000 ",Health Care,Abbott Park,IL,no,no,no,yes,103,Robert B. Ford,https://www.abbott.com,ABT," 200,082 "
CHS,105,-8," 31,901 ", 830 ," 10,703 ","Food, Beverages & Tobacco",Inver Grove Heights,MN,no,no,no,yes,97,Jay D. Debertin,https://www.chsinc.com,,
Travelers Cos.,106,0," 31,581 "," 2,622 "," 30,800 ",Financials,New York,NY,no,no,no,yes,106,Alan D. Schnitzer,https://www.travelers.com,TRV," 36,735 "
Philip Morris International,107,3," 29,805 "," 7,185 "," 73,500 ","Food, Beverages & Tobacco",New York,NY,no,no,no,yes,110,André Calantzopoulos,https://www.pmi.com,PM," 119,615 "
Raytheon,108,6," 29,176 "," 3,343 "," 70,000 ",Aerospace & Defense,Waltham,MA,no,no,no,yes,114,Roy A. Azevedo/Wesley D. Kramer,https://www.rtx.com,," 36,518 "
Hewlett Packard Enterprise,109,-7," 29,135 "," 1,049 "," 61,600 ",Technology,San Jose,CA,no,no,no,yes,102,Antonio F. Neri,https://www.hpe.com,HPE," 15,962 "
Arrow Electronics,110,-1," 28,917 ", (204)," 19,300 ",Wholesalers,Centennial,CO,no,no,no,no,109,Michael J. Long,https://www.arrow.com,ARW," 8,075 "
ViacomCBS,111,106," 27,812 "," 3,308 "," 26,280 ",Media,New York,NY,no,no,no,yes,217,Robert M. Bakish,https://www.viacbs.com,VIAC," 16,130 "
Dollar General,112,7," 27,754 "," 1,713 "," 143,000 ",Retailing,Goodlettsville,TN,no,no,no,yes,119,Todd J. Vasos,https://www.dollargeneral.com,DG," 47,928 "
U.S. Bancorp,113,4," 27,325 "," 6,914 "," 69,651 ",Financials,Minneapolis,MN,no,no,no,yes,117,Andrew J. Cecere,https://www.usbank.com,USB," 68,690 "
Starbucks,114,7," 26,509 "," 3,599 "," 346,000 ","Hotels, Restaurants & Leisure",Seattle,WA,no,no,no,yes,121,Kevin R. Johnson,https://www.starbucks.com,SBUX," 123,779 "
Bristol-Myers Squibb,115,23," 26,145 "," 3,439 "," 30,000 ",Health Care,New York,NY,no,no,no,yes,138,Giovanni Caforio,https://www.bms.com,BMY," 149,709 "
US Foods Holding,116,9," 25,939 ", 385 ," 28,000 ",Wholesalers,Rosemont,IL,no,no,no,yes,125,Pietro Satriano,https://www.usfoods.com,USFD," 4,472 "
Mondelez International,117,-1," 25,868 "," 3,870 "," 80,000 ","Food, Beverages & Tobacco",Deerfield,IL,no,no,no,yes,116,Dirk Van de Put,https://www.mondelezinternational.com,MDLZ," 81,663 "
Paccar,118,12," 25,600 "," 2,388 "," 27,000 ",Industrials,Bellevue,WA,no,no,no,yes,130,R. Preston Feight,https://www.paccar.com,PCAR," 30,969 "
Thermo Fisher Scientific,119,5," 25,542 "," 3,696 "," 75,000 ",Technology,Waltham,MA,no,no,no,yes,124,Marc N. Casper,https://www.thermofisher.com,TMO," 204,446 "
Macy&#8217;s,120,-2," 25,331 ", 564 ," 123,000 ",Retailing,New York,NY,no,no,no,yes,118,Jeffrey Gennette,https://www.macysinc.com,M," 1,520 "
Jabil,121,19," 25,282 ", 287 ," 200,000 ",Technology,St. Petersburg,FL,no,no,no,yes,140,Mark T. Mondello,https://www.jabil.com,JBL," 3,738 "
Kraft Heinz,122,-7," 24,977 "," 1,935 "," 37,000 ","Food, Beverages & Tobacco",Chicago,IL,no,no,no,yes,115,Miguel Patricio,https://www.kraftheinzcompany.com,KHC," 30,226 "
Duke Energy,123,3," 24,658 "," 3,748 "," 28,793 ",Energy,Charlotte,NC,no,no,yes,yes,126,Lynn J. Good,https://www.duke-energy.com,DUK," 66,815 "
Tesla,124,20," 24,578 ", (862)," 48,016 ",Motor Vehicles & Parts,Palo Alto,CA,no,yes,no,no,144,Elon Musk,https://www.tesla.com,TSLA," 806,143 "
PBF Energy,125,-12," 24,508 ", 319 ," 3,442 ",Energy,Parsippany,NJ,no,no,no,yes,113,Thomas J. Nimbley,https://www.pbfenergy.com,PBF, 848 
Qualcomm,126,11," 24,273 "," 4,386 "," 37,000 ",Technology,San Diego,CA,no,no,no,yes,137,Steven M. Mollenkopf,https://www.qualcomm.com,QCOM," 186,163 "
NGL Energy Partners,127,52," 24,088 ", 360 ," 1,300 ",Energy,Tulsa,OK,no,no,no,yes,179,H. Michael Krimbill,https://www.nglenergypartners.com,NGL, 334 
CBRE Group,128,18," 23,894 "," 1,282 "," 100,000 ",Financials,Los Angeles,CA,no,no,no,yes,146,Robert E. Sulentic,https://www.cbre.com,CBRE," 21,772 "
Baker Hughes,129,0," 23,838 ", 128 ," 68,000 ",Energy,Houston,TX,yes,no,no,yes, ,Lorenzo Simonelli,https://www.bakerhughes.com,BKR," 10,827 "
Synnex,130,28," 23,757 ", 501 ," 240,900 ",Wholesalers,Fremont,CA,no,no,no,yes,158,Dennis Polk,https://www.synnexcorp.com,SNX," 4,629 "
Dollar Tree,131,4," 23,611 ", 827 ," 125,000 ",Retailing,Chesapeake,VA,no,no,no,yes,135,Michael A. Witynski,https://www.dollartree.com,DLTR," 17,399 "
Cummins,132,-4," 23,571 "," 2,260 "," 61,615 ",Industrials,Columbus,IN,no,no,no,yes,128,N. Thomas Linebarger,https://www.cumminseurope.com/,CMI," 35,008 "
United Natural Foods,133,177," 23,481 ", (285)," 19,000 ",Wholesalers,Providence,RI,no,no,no,no,310,Steven L. Spinner,https://www.unfi.com,UNFI, 492 
Micron Technology,134,-29," 23,406 "," 6,313 "," 37,000 ",Technology,Boise,ID,no,no,no,yes,105,Sanjay Mehrotra,https://www.micron.com,MU," 46,779 "
Amgen,135,-6," 23,362 "," 7,842 "," 23,400 ",Health Care,Thousand Oaks,CA,no,no,no,yes,129,Robert A. Bradway,https://www.amgen.com,AMGN," 119,572 "
Penske Automotive Group,136,0," 23,179 ", 436 ," 26,980 ",Retailing,Bloomfield Hills,MI,no,no,no,yes,136,Roger S. Penske,https://www.penskeautomotive.com,PAG," 5,287 "
Visa,137,16," 22,977 "," 12,080 "," 19,500 ",Business Services,San Francisco,CA,no,no,no,yes,153,Alfred F. Kelly Jr.,https://usa.visa.com,V," 496,377 "
Broadcom,138,12," 22,597 "," 2,724 "," 19,000 ",Technology,San Jose,CA,no,no,no,yes,150,Hock E. Tan,https://www.broadcom.com,AVGO," 94,791 "
Nucor,139,-19," 22,589 "," 1,271 "," 26,800 ",Materials,Charlotte,NC,no,no,no,yes,120,Leon J. Topalian,https://www.nucor.com,NUE," 16,836 "
Gilead Sciences,140,-1," 22,449 "," 5,386 "," 11,800 ",Health Care,Foster City,CA,no,no,no,yes,139,Daniel P. O'Day,https://www.gilead.com,GILD," 94,124 "
Southwest Airlines,141,1," 22,428 "," 2,300 "," 60,767 ",Transportation,Dallas,TX,no,no,no,yes,142,Gary C. Kelly,https://www.southwest.com,LUV," 28,467 "
Halliburton,142,-15," 22,408 "," (1,131)"," 55,000 ",Energy,Houston,TX,no,no,no,no,127,Jeffrey A. Miller,https://www.halliburton.com,HAL," 6,027 "
Lumen Technologies,143,-11," 22,401 "," (5,269)"," 42,500 ",Telecommunications,Monroe,LA,no,no,no,no,132,Jeffrey K. Storey,https://www.lumen.com,LUMN," 10,307 "
International Paper,144,-11," 22,376 "," 1,225 "," 51,000 ",Materials,Memphis,TN,no,no,no,yes,133,Mark S. Sutton,https://www.internationalpaper.com,IP," 20,044 "
Eli Lilly,145,-22," 22,320 "," 8,318 "," 33,625 ",Health Care,Indianapolis,IN,no,no,no,yes,123,David A. Ricks,https://www.lilly.com,LLY," 132,760 "
Aflac,146,-3," 22,307 "," 3,304 "," 11,729 ",Financials,Columbus,GA,no,no,no,yes,143,Daniel P. Amos,https://www.aflac.com,AFL," 33,058 "
Lennar,147,7," 22,260 "," 1,849 "," 10,106 ",Engineering & Construction,Miami,FL,no,no,no,yes,154,Richard Beckwitt/Jon M. Jaffe,https://www.lennar.com,LEN," 25,222 "
Occidental Petroleum,148,19," 21,971 ", (667)," 14,400 ",Energy,Houston,TX,no,no,yes,no,167,Vicki A. Hollub,https://www.oxy.com,OXY," 21,437 "
Union Pacific,149,-15," 21,708 "," 5,919 "," 37,483 ",Transportation,Omaha,NE,no,no,no,yes,134,Lance M. Fritz,https://www.up.com,UNP," 147,025 "
Rite Aid,150,-43," 21,674 ", (422)," 42,645 ",Food & Drug Stores,Camp Hill,PA,no,no,yes,no,107,Heyward Donigan,https://www.riteaid.com,RAD, 822 
PNC Financial Services Group,151,8," 21,624 "," 5,369 "," 50,968 ",Financials,Pittsburgh,PA,no,no,no,yes,159,William S. Demchak,https://www.pnc.com,PNC," 66,208 "
DuPont,152,-117," 21,512 ", 498 ," 35,000 ",Chemicals,Wilmington,DE,no,no,no,yes,35,Edward D. Breen,https://www.dupont.com,DD," 25,213 "
Southern Company,153,-22," 21,419 "," 4,739 "," 27,943 ",Energy,Atlanta,GA,no,no,no,yes,131,Thomas A. Fanning,https://www.southerncompany.com,SO," 64,062 "
AutoNation,154,-9," 21,336 ", 450 ," 25,000 ",Retailing,Fort Lauderdale,FL,no,no,no,yes,145,Michael J. Jackson,https://www.autonation.com,AN," 6,807 "
DXC Technology,155,-33," 21,184 "," 1,257 "," 130,000 ",Technology,Tysons,VA,no,no,no,yes,122,Michael J. Salvino,https://www.dxc.technology,DXC," 3,311 "
